,powe,vibr
2021-07-09 06:09:29,0.42364734892471007,0.0
2021-07-09 06:09:30,0.0,0.0
2021-07-09 06:09:31,0.0,0.0
2021-07-09 06:09:32,0.0,0.0
2021-07-09 06:09:33,0.0,0.0
2021-07-09 06:09:34,0.0,0.0
2021-07-09 06:09:35,0.7903709073056551,0.0
2021-07-09 06:09:36,1.3685884906355137,0.0
2021-07-09 06:09:37,0.24249744644495125,0.0
2021-07-09 06:09:38,0.15825052777726886,0.0
2021-07-09 06:09:39,0.24225350081332808,0.0
2021-07-09 06:09:40,0.15840798088126137,0.0
2021-07-09 06:09:41,0.24201004549339572,0.0
2021-07-09 06:09:42,0.0,0.0
2021-07-09 06:09:43,0.19560880742308118,0.0
2021-07-09 06:09:44,0.4610778365090189,0.0
2021-07-09 06:09:45,0.2449550350420802,0.0
2021-07-09 06:09:46,0.0,0.0
2021-07-09 06:09:47,0.0,0.0
2021-07-09 06:09:48,0.0,0.0
2021-07-09 06:09:49,0.0,0.0
2021-07-09 06:09:50,0.0,0.0
2021-07-09 06:09:51,0.0,0.0
2021-07-09 06:09:52,0.0,0.0
2021-07-09 06:09:53,0.0,0.0
2021-07-09 06:09:54,0.0,0.0
2021-07-09 06:09:55,0.0,0.0
2021-07-09 06:09:56,0.0,0.0
